,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
16,De pizza??????,3: Eet smakelijk,3.0,5.0,['pizza'],['pizza'],2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3
19,Pizza,3: Eet smakelijk,3.0,0.0,['pizza'],['pizza'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
30,Eet smakelijk,3: Eet smakelijk,,3.0,"['smakelijk', 'eet']","['eet', 'smakelijk']",2.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,16.0,3
38,Tasty,3: Eet smakelijk,,4.0,['tasty'],['tasty'],2.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3
43,Mjam,3: Eet smakelijk,,1.0,['mjam'],['mjam'],0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
45,Eet jij dit ofzo,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij', 'ofzo']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
51,Mjam snotjes,3: Eet smakelijk,,1.0,"['mjam,', 'mjam']","['mjam', 'snotjes']",1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3
61,Lekker smikkelen hoor,3: Eet smakelijk,,0.0,['smikkel'],"['lekker', 'smikkel', 'hor']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,3
62,Smakelijk eten ,3: Eet smakelijk,,4.0,"['eten', 'smakelijk']","['smakelijk', 'eten']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,16.0,3
64,Nog wat grappen uit ge haalt hoe noem banaan die jouw plaagt een banananana,3: Eet smakelijk,2.0,0.0,['banan'],"['grapp', 'haalt', 'noem', 'banan', 'jouw', 'plaagt', 'banananana']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
69,Hoi smakelijk tot zo ,3: Eet smakelijk,,0.0,['smakelijk'],"['hoi', 'smakelijk']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,17.0,3
71,Lekker pizza ,3: Eet smakelijk,3.0,0.0,['pizza'],"['lekker', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,3
72,Lekker pizza eten,3: Eet smakelijk,3.0,0.0,"['pizza', 'eten']","['lekker', 'pizza', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,1.0,18.0,3
73,Lekker eten ahah,3: Eet smakelijk,,0.0,['eten'],"['lekker', 'eten', 'ahah']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,18.0,3
74,Gaan op die banaan sem ahah,3: Eet smakelijk,2.0,0.0,['banan'],"['gan', 'banan', 'sem', 'ahah']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
82,Hey roj eet smakkelijk,3: Eet smakelijk,,0.0,['eet'],"['hey', 'roj', 'eet', 'smakkelijk']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3
86,Owen eet jij niks,3: Eet smakelijk,,2.0,['eet'],"['owen', 'eet', 'jij', 'nik']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
87,Wa eten julliw?,3: Eet smakelijk,,0.0,['eten'],"['wa', 'eten', 'julliw']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
89,Wat eet jij?,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
92,Smakelijk eten iedereen tot morgen ,3: Eet smakelijk,,6.0,"['eten', 'smakelijk']","['smakelijk', 'eten', 'iederen', 'morg']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,17.0,3
93,Like iedereen op de hamburger ,3: Eet smakelijk,4.0,2.0,['hamburger'],"['lik', 'iederen', 'hamburger']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
106,Jullie smakelijk??,3: Eet smakelijk,,1.0,['smakelijk'],"['jullie', 'smakelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,15.0,3
107,Smakelijk??????????????????????????????????????????,3: Eet smakelijk,,4.0,['smakelijk'],['smakelijk'],2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,15.0,3
108,#pizza??+??+????+kaas=??????????????,3: Eet smakelijk,4.0,3.0,"['pizza', 'kas']","['pizza', 'kas']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
109,Ik eet tortillias,3: Eet smakelijk,,1.0,['eet'],"['eet', 'tortillias']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
113,Smakelijk,3: Eet smakelijk,,2.0,['smakelijk'],['smakelijk'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,16.0,3
116,Ik ga niet zeggen wat ik eet ,3: Eet smakelijk,,0.0,['eet'],"['ga', 'zegg', 'eet']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,3
120,Jullie ook smakelijk????????????????????????????????????????????????????????????????????????????????????lekker je,3: Eet smakelijk,,3.0,['smakelijk'],"['jullie', 'smakelijk', 'lekker']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
126,Eet jij al philippe,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij', 'philipp']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
142,Wat eet je,3: Eet smakelijk,,0.0,['eet'],['eet'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
151,Ik eet nom nom ijs ,3: Eet smakelijk,4.0,0.0,"['ijs', 'eet']","['eet', 'nom', 'nom', 'ijs']",0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
168,Eet op,3: Eet smakelijk,,0.0,['eet'],['eet'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,3
183,"Ja man ik ben aan het eten, Smakelijk ieder1",3: Eet smakelijk,,2.0,"['eten', 'smakelijk']","['man', 'eten', 'smakelijk', 'ieder1']",0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,16.0,3
193,Eet op nu,3: Eet smakelijk,,0.0,['eet'],['eet'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
199,Like als je eet,3: Eet smakelijk,,3.0,['eet'],"['lik', 'eet']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
205,Lekker smikkelen,3: Eet smakelijk,,0.0,['smikkel'],"['lekker', 'smikkel']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,3
216,Hoiemond man kom niet poepen yonis donuts,3: Eet smakelijk,4.0,0.0,['donut'],"['hoiemond', 'man', 'kom', 'poep', 'yonis', 'donut']",0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3
217,Smikkel kaas,3: Eet smakelijk,4.0,0.0,"['kas', 'smikkel']","['smikkel', 'kas']",0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3
220,ONTbijten,3: Eet smakelijk,,0.0,['ontbijt'],['ontbijt'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
222,Ik pizzzzzzza,3: Eet smakelijk,3.0,0.0,['pizza'],['pizza'],0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
229,Mohammed je bent vegetarir als je helemaal geen vlees eet??,3: Eet smakelijk,2.0,1.0,"['vles', 'eet']","['mohammed', 'bent', 'vegetarir', 'helemal', 'vles', 'eet']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
233,Pacman eet alles op,3: Eet smakelijk,,0.0,['eet'],"['pacman', 'eet']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
234, Eet smakelijk!,3: Eet smakelijk,,0.0,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.875,0.0,0.0,1.0,0.0,0.0,16.0,3
240,Ik eet aleen maar rundvlees en vis ,3: Eet smakelijk,2.0,0.0,"['vis', 'rundvles', 'eet']","['eet', 'alen', 'rundvles', 'vis']",0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3
244,Its ok brads,3: Eet smakelijk,2.0,0.0,['brad'],"['its', 'ok', 'brad']",0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
259, kom we gaan pizza eten super lekkere pizza,3: Eet smakelijk,3.0,0.0,"['pizza', 'pizza', 'eten']","['kom', 'we', 'gan', 'pizza', 'eten', 'super', 'lekker', 'pizza']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,3
262, Ok eet smaakkelijk,3: Eet smakelijk,,0.0,['eet'],"['ok', 'eet', 'smaakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
263,Eet smaakkelijk ????????????,3: Eet smakelijk,,0.0,['eet'],"['eet', 'smaakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
291,Mmmmmmm pizza,3: Eet smakelijk,3.0,0.0,['pizza'],"['mmm', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3
324,Appel,3: Eet smakelijk,2.0,0.0,['appel'],['appel'],2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3
331,"Jette, dat noem je appel? ??",3: Eet smakelijk,2.0,0.0,['appel'],"['jet', 'noem', 'appel']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
337,Like voor een pizza 1like =1pizza,3: Eet smakelijk,3.0,1.0,['pizza'],"['lik', 'pizza', '1lik', '1pizza']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
338,Wat is lekker kebab of shoarma,3: Eet smakelijk,2.0,0.0,['kebab'],"['lekker', 'kebab', 'shoarma']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,20.0,3
345,Ik eet appel,3: Eet smakelijk,2.0,0.0,"['appel', 'eet']","['eet', 'appel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
348,So yummy,3: Eet smakelijk,,2.0,['yummy'],"['so', 'yummy']",2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3
354,Yoghurt,3: Eet smakelijk,2.0,0.0,['yoghurt'],['yoghurt'],2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3
359,Ijs ,3: Eet smakelijk,4.0,1.0,['ijs'],['ijs'],2.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3
360,Modder smikkelen,3: Eet smakelijk,,0.0,['smikkel'],"['modder', 'smikkel']",0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
363,Pizza hahaha sanne,3: Eet smakelijk,3.0,0.0,['pizza'],"['pizza', 'hahaha', 'sann']",0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3
366,Noodles,3: Eet smakelijk,2.0,0.0,['noodles'],['noodles'],0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,3
372,Eet smakelijk??????,3: Eet smakelijk,,1.0,"['smakelijk', 'eet']","['eet', 'smakelijk']",0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,23.0,3
376,Ik eet friet,3: Eet smakelijk,4.0,0.0,"['friet', 'eet']","['eet', 'friet']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
377,Wat eet jij,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
378,Morgen eet ik een heele pizza,3: Eet smakelijk,3.0,0.0,"['pizza', 'eet']","['morg', 'eet', 'hel', 'pizza']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
379,Margen eet ik pizza,3: Eet smakelijk,3.0,0.0,"['pizza', 'eet']","['marg', 'eet', 'pizza']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
387,Ik eet pizza salami,3: Eet smakelijk,4.0,0.0,"['salami', 'pizza', 'eet']","['eet', 'pizza', 'salami']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
400,Ik eet ook bami melvin,3: Eet smakelijk,,2.0,['eet'],"['eet', 'bami', 'melvin']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3
402,Ik eet macaroni??,3: Eet smakelijk,2.0,0.0,"['macaroni', 'eet']","['eet', 'macaroni']",0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3
407,Ontbijten bedoelde ik ,3: Eet smakelijk,,0.0,['ontbijt'],"['ontbijt', 'bedoeld']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3
411,Ben ik een vogel of fruit,3: Eet smakelijk,2.0,0.0,['fruit'],"['vogel', 'fruit']",2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3
421,In je koelkast,3: Eet smakelijk,,0.0,['koelkast'],['koelkast'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
425,Ik ga nu poffertjes eten ik heb voer nodig haha,3: Eet smakelijk,4.0,0.0,"['poffertjes', 'eten', 'voer']","['ga', 'poffertjes', 'eten', 'voer', 'nodig', 'haha']",0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,0.0,0.0,1.0,0.0,0.0,15.0,3
446,Dit eet ik nu,3: Eet smakelijk,,0.0,['eet'],['eet'],0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3
474,Ik eet een appel??,3: Eet smakelijk,2.0,0.0,"['appel', 'eet']","['eet', 'appel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
475,Ik eet dit,3: Eet smakelijk,,1.0,['eet'],['eet'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3
482,Pizza nu????,3: Eet smakelijk,3.0,0.0,['pizza'],['pizza'],0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
487,Eet smakelijk allemaal,3: Eet smakelijk,,1.0,"['smakelijk', 'eet']","['eet', 'smakelijk', 'allemal']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,17.0,3
500,Hoi ik ben een appel ssn het eten haha,3: Eet smakelijk,2.0,0.0,"['appel', 'eten']","['hoi', 'appel', 'ssn', 'eten', 'haha']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
507,Ik eet nu een loempia,3: Eet smakelijk,,1.0,['eet'],"['eet', 'loempia']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
511,Eet smakelijk jelle,3: Eet smakelijk,,0.0,"['smakelijk', 'eet']","['eet', 'smakelijk', 'jell']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,17.0,3
512,Thx voor dat Jelle eet smakkelijk zij,3: Eet smakelijk,,1.0,['eet'],"['thx', 'jell', 'eet', 'smakkelijk']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
515,Ok eet smakelijk broer,3: Eet smakelijk,,1.0,"['smakelijk', 'eet']","['ok', 'eet', 'smakelijk', 'broer']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,17.0,3
521,Nom #nom eten,3: Eet smakelijk,,0.0,['eten'],"['nom', 'nom', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
524,Er is geen pinda,3: Eet smakelijk,4.0,0.0,['pinda'],['pinda'],0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
525,Sushi meenemen,3: Eet smakelijk,2.0,0.0,['sushi'],"['sushi', 'meenem']",0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3
527,Friet en jik,3: Eet smakelijk,4.0,0.0,['friet'],"['friet', 'jik']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,3
529,Jij eet te veep,3: Eet smakelijk,,0.0,['eet'],"['jij', 'eet', 'vep']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
530,Smakelijk eten,3: Eet smakelijk,,1.0,"['eten', 'smakelijk']","['smakelijk', 'eten']",0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0,0.0,0.0,24.0,3
532,Smakelijk voor de kinderen die naar huis gaan,3: Eet smakelijk,,0.0,['smakelijk'],"['smakelijk', 'kinder', 'huis', 'gan']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025000000000000022,0.0,0.0,1.0,0.0,0.0,24.0,3
535,Yo ik ben aan het eten,3: Eet smakelijk,,1.0,['eten'],"['yo', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
536,Waneer civan te veel eet,3: Eet smakelijk,,0.0,['eet'],"['waner', 'civan', 'eet']",1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,3
