,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
542,Ik eet nu pizza,3: Eet smakelijk,3.0,2.0,"['pizza', 'eet']","['eet', 'pizza']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
543,Nee is van fruit,3: Eet smakelijk,2.0,0.0,['fruit'],"['nee', 'fruit']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
551,Smakelijk allemaal,3: Eet smakelijk,,3.0,['smakelijk'],"['smakelijk', 'allemal']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,18.0,3
560,Nu Moet ik eten lekkere pizza heerlijk,3: Eet smakelijk,3.0,0.0,"['pizza', 'eten']","['eten', 'lekker', 'pizza', 'heerlijk']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.0,0.0,1.0,0.0,0.0,24.0,3
561,Eet smaklijl,3: Eet smakelijk,,0.0,['eet'],"['eet', 'smaklijl']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,3
563,Hahaha pinda kaas,3: Eet smakelijk,4.0,0.0,"['pinda', 'kas']","['hahaha', 'pinda', 'kas']",0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,3
565,Hoi en eet smaklijk,3: Eet smakelijk,,0.0,['eet'],"['hoi', 'eet', 'smaklijk']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,3
567,O ik moet eten ik kom straks ok,3: Eet smakelijk,,0.0,['eten'],"['eten', 'kom', 'strak', 'ok']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
592,Ik ben er ik straks pizza eten maar dat wil ik noetaar het moet.??,3: Eet smakelijk,3.0,0.0,"['pizza', 'eten']","['strak', 'pizza', 'eten', 'noetar']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
599,Ik eet nu,3: Eet smakelijk,,0.0,['eet'],['eet'],0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3
608,Smakkelijk eten,3: Eet smakelijk,,0.0,['eten'],"['smakkelijk', 'eten']",2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,3
611,Jij ook smakelijk??,3: Eet smakelijk,,0.0,['smakelijk'],"['jij', 'smakelijk']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,15.0,3
