,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
3,Ik ben kort en pittig,4: Honger,,1.0,['pittig'],"['kort', 'pittig']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,14.0,4
12,Ik ben kkrt en pittig,4: Honger,,0.0,['pittig'],"['kkrt', 'pittig']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,26.0,4
46,Een kilo kaas een kilo worst een kilo groente een kilo fruit en dan nu bestellen,4: Honger,2.0,0.0,"['fruit', 'worst', 'kas', 'groent']","['kilo', 'kas', 'kilo', 'worst', 'kilo', 'groent', 'kilo', 'fruit', 'bestell']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4
70,Hallo jumbo??????,4: Honger,,0.0,['jumbo'],"['hallo', 'jumbo']",0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,4
80,Hallo jumbo,4: Honger,,0.0,['jumbo'],"['hallo', 'jumbo']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4
104,Ja he heb liever ongezonde,4: Honger,,0.0,['ongezond'],"['he', 'liever', 'ongezond']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6,0.0,0.0,1.0,0.0,0.0,15.0,4
122,En ik zit aan de cola,4: Honger,4.0,0.0,['cola'],"['zit', 'cola']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,4
135,Ik zie jou maar jij zoet mij niet laat maar,4: Honger,,0.0,['zoet'],"['zie', 'jou', 'jij', 'zoet', 'lat']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.275,0.0,0.0,1.0,0.0,0.0,21.0,4
137, Kaas lol,4: Honger,4.0,0.0,['kas'],"['kas', 'lol']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,4
138,Ja ik wil ook liever lidl,4: Honger,,0.0,['lidl'],"['liever', 'lidl']",0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,4
144,Kom je vandaag naar LIDL pleintje,4: Honger,,0.0,['lidl'],"['kom', 'vandag', 'lidl', 'pleintj']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,18.0,4
145,Maar lidl zen pleintje is leuker wat denk jij,4: Honger,,0.0,['lidl'],"['lidl', 'zen', 'pleintj', 'leuker', 'denk', 'jij']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,4
146,Als we vij lidlse zijn,4: Honger,,0.0,['lidl'],"['we', 'vij', 'lidl']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,4
153,Rijst doe de pan doe ik ook allebei wat is rijst rijst rijst en zo lekker ja rijst doe er een komkommer bij rijst moet je lekker eten rijst en Dit heb ik ingesproken terwijl ik dit doe ik,4: Honger,1.0,0.0,"['komkommer', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'rijst', 'eten', 'pan']","['rijst', 'doe', 'pan', 'doe', 'allebei', 'rijst', 'rijst', 'rijst', 'lekker', 'rijst', 'doe', 'komkommer', 'rijst', 'lekker', 'eten', 'rijst', 'ingesprok', 'terwijl', 'doe']",0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6,0.0,0.0,1.0,0.0,0.0,24.0,4
162,Boterhammen en een peperkoek,4: Honger,3.0,0.0,"['peperkoek', 'boterhamm']","['boterhamm', 'peperkoek']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,4
