,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
843,Gister bij wies was ik gevallen op de weg lag ijs daar op waren we aan het glijden,7: Dutch meals,4.0,0.0,['ijs'],"['gister', 'wies', 'gevall', 'weg', 'lag', 'ijs', 'we', 'glijd']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,7
845,Wij hebben pan zonder vuur op stroom kan het dan bij julli,7: Dutch meals,,0.0,['pan'],"['wij', 'pan', 'vur', 'strom', 'julli']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,7
850,Ik kwam anton en bodi tegen in de spar,7: Dutch meals,,0.0,['spar'],"['kwam', 'anton', 'bodi', 'spar']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,7
935,Als het kan dan gaan we gewoon naar de spar,7: Dutch meals,,0.0,['spar'],"['gan', 'we', 'gewon', 'spar']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,1.0,0.0,1.0,0.0,0.0,18.0,7
1030,Grbruikte koeken pan,7: Dutch meals,,0.0,['pan'],"['grbruikt', 'koek', 'pan']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,7
1078,Ik kon niet naar ijs morgen wel,7: Dutch meals,4.0,0.0,['ijs'],"['ijs', 'morg', 'wel']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32499999999999996,0.0,0.0,1.0,0.0,0.0,17.0,7
1093,K had aleen hoeveel chocola ik gister had gegeten,7: Dutch meals,5.0,0.0,['chocola'],"['alen', 'hoevel', 'chocola', 'gister', 'geget']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,7
1103,Muesli,7: Dutch meals,2.0,0.0,['muesli'],['muesli'],0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,7
1148,Ik heb milka coco,7: Dutch meals,5.0,1.0,['milka'],"['milka', 'coco']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,7
1164,Aaaaahh jammer amira neemt snoep mee,7: Dutch meals,4.0,0.0,['snoep'],"['aaahh', 'jammer', 'amira', 'neemt', 'snoep', 'mee']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,18.0,7
1165,Sophie vis dat kan je over schrijven,7: Dutch meals,1.0,0.0,['vis'],"['sophie', 'vis', 'schrijv']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,7
1415,Het is kapsalon marita,7: Dutch meals,4.0,0.0,['kapsalon'],"['kapsalon', 'marita']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,7
1454,Mert ik sta voor de kapsalon,7: Dutch meals,4.0,0.0,['kapsalon'],"['mert', 'sta', 'kapsalon']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,7
1490,Nee ik mag niet van mijn vader moet  zeggen dat ik druk nan met iets mischoen lan ikaamdag wel spelen kanje anders vanmiddag afspreken in het dorp zo ja zeg dan een tijd,7: Dutch meals,1.0,0.0,['nan'],"['nee', 'mag', 'vader', 'zegg', 'druk', 'nan', 'mischoen', 'lan', 'ikaamdag', 'wel', 'spel', 'kanj', 'ander', 'vanmiddag', 'afsprek', 'dorp', 'zeg', 'tijd']",0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.11666666666666665,0.0,0.0,1.0,0.0,0.0,0.0,7
1592,Pan,7: Dutch meals,,0.0,['pan'],['pan'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,7
1593,Niet het pannekoek,7: Dutch meals,2.0,0.0,['pannekoek'],['pannekoek'],0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,7
1768,"Dat zijn:vliegen, ijs kracht, en natuur krachten",7: Dutch meals,4.0,0.0,['ijs'],"['vlieg', 'ijs', 'kracht', 'natur', 'kracht']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,7
1792,Roqayah: aarde teleportatie houda:ijs en water allayka:wind en kan de weer controleren ik: natuur en gymnastic,7: Dutch meals,4.0,0.0,['ijs'],"['roqayah', 'aard', 'teleportatie', 'houda', 'ijs', 'water', 'allayka', 'wind', 'wer', 'controler', 'natur', 'gymnastic']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,7
1796,Familie demeien en kip,7: Dutch meals,2.0,0.0,['kip'],"['familie', 'demei', 'kip']",1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,7
1928,Fc twente gaan nasr de jupiler leeuge omdat ze noob zijn??????,7: Dutch meals,,0.0,['jupiler'],"['fc', 'twent', 'gan', 'nasr', 'jupiler', 'leeug', 'nob']",1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,7
1978,Fc kip,7: Dutch meals,2.0,0.0,['kip'],"['fc', 'kip']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,7
2077,Die vis is vet plat,7: Dutch meals,1.0,0.0,['vis'],"['vis', 'vet', 'plat']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2925,0.0,0.0,1.0,0.0,0.0,20.0,7
2117,Blup blup vis,7: Dutch meals,1.0,0.0,['vis'],"['blup', 'blup', 'vis']",1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,7
