,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
571,Love you heb je de nieuwe filmpje al gezien Ik vind het erg fijn dat jij er bent zo'n soort Ik wil je wel wat zonde als jij er niet bent maar ik kan er wel aan wennen want soms ben je vaak niet maar hopelijk is het fijn bij de gym Ik heb al een nieuw filmpje gezien Het is super grappig Hopelijk vind jij het ook grappig maar dat weet ik niet zeker laat een mailtje achter bij aardappels.nl maar als je dat niet vindt doe dan kom bij de melakos doei ik hou van jou,"8: Food, ijs, diverse",1.0,0.0,['aardappel'],"['lov', 'you', 'nieuw', 'filmpj', 'gezien', 'vind', 'erg', 'fijn', 'jij', 'bent', 'soort', 'wel', 'zond', 'jij', 'bent', 'wel', 'wenn', 'som', 'vak', 'hopelijk', 'fijn', 'gym', 'nieuw', 'filmpj', 'gezien', 'super', 'grappig', 'hopelijk', 'vind', 'jij', 'grappig', 'wet', 'zeker', 'lat', 'mailtj', 'achter', 'aardappel', 'nl', 'vindt', 'doe', 'kom', 'melakos', 'doei', 'hou', 'jou']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43857142857142856,0.0,0.0,1.0,0.0,0.0,15.0,8
572,Hoe laat gaan jullie opening jullie telefoons onder berichten bekijken of wanneer gaan jullie naar patch of wanneer gaan jullie lekker gamen en maakt niet uit wat je wil doen op de telefoon maar willen jullie alsjeblieft mijn berichtjes kijken want ik vind het heel erg leuk dat ik al jullie berichtjes kijk maar wil je dan alsjeblieft Ik smeek je die alsjeblieft alsjeblieft mijn berichtjes ook kijken want ik kijk altijd die van jullie zoon 70 reactie Zoals je weet niet hoe dit is een pandabeer maar niemand geeft mij een berichtje behalve mijn broertje dus niet maar hij is een beetje irritant maar geeft Nee ik zei eens normaal vind ik Maar jullie zijn ook normaal Ik vind het ook fijn om bij jullie in de klas te zitten maar alsjeblieft Ik smeek het je wil je alsjeblieft please please berichtjes kijken Doei doei ik ga lekker stoppen nu niet van vandaag hoor heel eventjes maar lekker eten ok doei doei en zeg tegen Messi dat hij heel erg grappig IS actief is te veel grapjes maakt,"8: Food, ijs, diverse",,0.0,['eten'],"['lat', 'gan', 'jullie', 'open', 'jullie', 'telefon', 'bericht', 'bekijk', 'wanner', 'gan', 'jullie', 'patch', 'wanner', 'gan', 'jullie', 'lekker', 'gam', 'maakt', 'telefon', 'will', 'jullie', 'alsjeblieft', 'berichtjes', 'kijk', 'vind', 'hel', 'erg', 'leuk', 'jullie', 'berichtjes', 'kijk', 'alsjeblieft', 'smek', 'alsjeblieft', 'alsjeblieft', 'berichtjes', 'kijk', 'kijk', 'jullie', 'zon', '70', 'reactie', 'zoal', 'wet', 'pandaber', 'niemand', 'geeft', 'berichtj', 'behalv', 'broertj', 'beetj', 'irritant', 'geeft', 'nee', 'zei', 'normal', 'vind', 'jullie', 'normal', 'vind', 'fijn', 'jullie', 'klas', 'zit', 'alsjeblieft', 'smek', 'alsjeblieft', 'pleas', 'pleas', 'berichtjes', 'kijk', 'doei', 'doei', 'ga', 'lekker', 'stopp', 'vandag', 'hor', 'hel', 'eventjes', 'lekker', 'eten', 'ok', 'doei', 'doei', 'zeg', 'messi', 'hel', 'erg', 'grappig', 'actief', 'grapjes', 'maakt']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22861111111111107,0.0,0.0,1.0,0.0,0.0,15.0,8
573,Lucy heb je het filmpje al gezien het super leuk Het gaat over een banaan die niemand meer groeit maar ik zal het filmpje wel even naar de groepsapp sturen doei doei voor het is de mooiste van jou dus Sommige kinderen kunnen het heel misschien zien maar hopelijk of niet Doei ik hou van jou Doei ik hou van jou,"8: Food, ijs, diverse",2.0,0.0,['banan'],"['lucy', 'filmpj', 'gezien', 'super', 'leuk', 'gat', 'banan', 'niemand', 'groeit', 'filmpj', 'wel', 'even', 'groepsapp', 'stur', 'doei', 'doei', 'mooist', 'jou', 'sommig', 'kinder', 'hel', 'misschien', 'zien', 'hopelijk', 'doei', 'hou', 'jou', 'doei', 'hou', 'jou']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16111111111111112,0.0,0.0,1.0,0.0,0.0,15.0,8
580,Sorry voor de scheldwoorden en heb je het op zijn bananen Bottle Flip dingen al gezien,"8: Food, ijs, diverse",2.0,0.0,['banan'],"['sorry', 'scheldwoord', 'banan', 'bottl', 'flip', 'ding', 'gezien']",0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,8
660,Spam Spam spam Spam spam Spam spam Spam spam Spam spam Spam spam Sesamstraat Sesamstraat is heel erg leuk om te kijken via via Saab Ok hamuru boterham met ham kaas olijven curryworst scheetjes Power mayonaise prullenbak mandarijnenschil citroen en Voeding en lieveheersbeestjes Dat is erg dat is erg lekker om te eten verteert tot Floortje Metal ik mijn hoofd Noortje Noortje diep in Floortje Ik heb geen lievelingssport heb je geen lievelingssport,"8: Food, ijs, diverse",3.0,0.0,"['citroen', 'ham', 'curryworst', 'eten', 'kas', 'mayonais']","['spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'spam', 'sesamstrat', 'sesamstrat', 'hel', 'erg', 'leuk', 'kijk', 'via', 'via', 'sab', 'ok', 'hamuru', 'boterham', 'ham', 'kas', 'olijv', 'curryworst', 'scheetjes', 'power', 'mayonais', 'prullenbak', 'mandarijnenschil', 'citroen', 'voeding', 'lieveheersbeestjes', 'erg', 'erg', 'lekker', 'eten', 'verteert', 'floortj', 'metal', 'hoofd', 'noortj', 'noortj', 'diep', 'floortj', 'lievelingssport', 'lievelingssport']",0.0,11.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.4358333333333333,0.0,0.0,1.0,0.0,0.0,16.0,8
967,Het is niet jouw schuld je nog maar telefoon afgepakt en toen heeft hij alle berichten van mij gelezen maar dat ik ook helemaal niet door want ik was gewoon spullen aan het opruimen ik maakte een particuliere telefoon en die heeft nu alles gelezen en daarom is hij denk je dat je raar bent en weet jij heel de klas het al Nee dat weet ik niet leuk dus het komt allemaal door mijn telefoon en ik was gewoon Spruit oppakken had het niet heel mijn telefoon weg en is hij 13 telefoon Zegt Sorry sorry sorry sorry sorry sorry sorry het spijt me echt sorry sorry sorry sorry sorry sorry sorry sorry sorry,"8: Food, ijs, diverse",1.0,0.0,['spruit'],"['jouw', 'schuld', 'telefon', 'afgepakt', 'all', 'bericht', 'gelez', 'helemal', 'gewon', 'spull', 'opruim', 'maakt', 'particulier', 'telefon', 'gelez', 'daarom', 'denk', 'rar', 'bent', 'wet', 'jij', 'hel', 'klas', 'nee', 'wet', 'leuk', 'komt', 'allemal', 'telefon', 'gewon', 'spruit', 'oppak', 'hel', 'telefon', 'weg', '13', 'telefon', 'zegt', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'spijt', 'echt', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry', 'sorry']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666666666666663,0.0,0.0,1.0,0.0,0.0,15.0,8
996,Ja van dat iemand over een banaan valt en maakte een salto en toen viel die meteen over een prullenbak??,"8: Food, ijs, diverse",2.0,1.0,['banan'],"['banan', 'valt', 'maakt', 'salto', 'viel', 'meten', 'prullenbak']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,8
1243,Olie wat heb je nou ok ok ok Hoi hallo allemaal sorry dat ik dat het allemaal hebt gezegd maar dat ging per ongeluk bij Ik ga nu stoppen met praten,"8: Food, ijs, diverse",4.0,0.0,['olie'],"['olie', 'nou', 'ok', 'ok', 'ok', 'hoi', 'hallo', 'allemal', 'sorry', 'allemal', 'hebt', 'gezegd', 'ging', 'per', 'ongeluk', 'ga', 'stopp', 'prat']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,8
1312,Jammer dat dede cheeseburger weg gaat like dan dit bericht als je het janmer vind,"8: Food, ijs, diverse",3.0,1.0,['cheeseburger'],"['jammer', 'ded', 'cheeseburger', 'weg', 'gat', 'lik', 'bericht', 'janmer', 'vind']",0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,20.0,8
1398,Hoi jongens jullie kunnen marshmallows Maar weet je ik heb heerlijke kleine mini marshmallows en het is zo lekker als je niet kunt zien zou je echt jaloers zijn,"8: Food, ijs, diverse",4.0,0.0,"['marshmallow', 'marshmallow']","['hoi', 'jongen', 'jullie', 'marshmallow', 'wet', 'heerlijk', 'klein', 'mini', 'marshmallow', 'lekker', 'kunt', 'zien', 'echt', 'jaloer']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.20222222222222222,0.0,0.0,1.0,0.0,0.0,16.0,8
1399,Prins zo lekker echt waar lekkere marshmallows en ze zijn echt nog minder dan in centimeter Echt superlekker,"8: Food, ijs, diverse",4.0,0.0,"['marshmallow', 'superlekker']","['prin', 'lekker', 'echt', 'war', 'lekker', 'marshmallow', 'echt', 'minder', 'centimeter', 'echt', 'superlekker']",0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,16.0,8
1492,Danita hoe gaat het Ok moest je dit nog vertellen ik doe het morgen zometeen spreken weet je dat ook kon niet spreken gesprekken speaker ja The pot de potten van die ene project dat is zeg maar alleen wacht op zes en zeven en niet ook voor groep 8 dus nu hebben we al die potten voor niks gemaakt maar ook diner ook in bad ook op school hebben we die Potter gemaakt maar moeten we die aan laten of zal ik ze gewoon mee naar huis nemen want ik denk dat het niet van mij op mijn feest van mijn familie ga verkopen familie en dan zelf wat aan van de gemeente geven zou ik dan die potten mee naar huis nemen want ja dat is dus zeg maar op 20 juni en dan zitten we op kamp Nou doei,"8: Food, ijs, diverse",,0.0,['diner'],"['danita', 'gat', 'ok', 'moest', 'vertell', 'doe', 'morg', 'zometen', 'sprek', 'wet', 'sprek', 'gesprek', 'speaker', 'the', 'pot', 'pot', 'ene', 'project', 'zeg', 'allen', 'wacht', 'zes', 'zev', 'groep', 'we', 'pot', 'nik', 'gemaakt', 'diner', 'bad', 'schol', 'we', 'potter', 'gemaakt', 'moet', 'we', 'lat', 'gewon', 'mee', 'huis', 'nem', 'denk', 'feest', 'familie', 'ga', 'verkop', 'familie', 'gemeent', 'gev', 'pot', 'mee', 'huis', 'nem', 'zeg', '20', 'juni', 'zit', 'we', 'kamp', 'nou', 'doei']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,8
1595,Zijn jullie er nog maar het is wel heel erg leuk dus maar wat ik heb uitgekozen Het is een ananas boom met een kokosnoot je bananen sinaasappels met noten,"8: Food, ijs, diverse",2.0,1.0,"['sinaasappel', 'ananas', 'banan', 'kokosnot']","['jullie', 'wel', 'hel', 'erg', 'leuk', 'uitgekoz', 'ananas', 'bom', 'kokosnot', 'banan', 'sinaasappel', 'not']",2.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9299999999999998,0.0,0.0,0.0,0.0,1.0,15.0,8
1596,We gaan zo meteen eten en ik ga vlees eten dat vind ik echt lekker met je appelmoes naar de een speeltuin geweest en ja ik vind ik best wel leuk En ja het is zoals ik al zei ik vind het echt heel leuk om Ja zeg maar na de Luca naar speeltuin Sorry ik heb er op mijn kalender dus dan Club kalender,"8: Food, ijs, diverse",2.0,2.0,"['appelmoes', 'eten', 'eten', 'vles']","['we', 'gan', 'meten', 'eten', 'ga', 'vles', 'eten', 'vind', 'echt', 'lekker', 'appelmoes', 'speeltuin', 'vind', 'best', 'wel', 'leuk', 'zoal', 'zei', 'vind', 'echt', 'hel', 'leuk', 'zeg', 'luca', 'speeltuin', 'sorry', 'kalender', 'club', 'kalender']",1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.31583333333333335,0.0,0.0,0.0,1.0,0.0,15.0,8
1637,"Vervolg op vorig bericht,  Dit is het vervolg op het vorige bericht ja ja verwijder ja en o farys Stroe Ronda Ok nou het leven is zoals jij ook wel weet ik heb weer jeuk aan mijn neus beter gezegd aan mijn slot want dat is lekker om te eten","8: Food, ijs, diverse",,0.0,['eten'],"['vervolg', 'vorig', 'bericht', 'vervolg', 'vorig', 'bericht', 'verwijder', 'farys', 'stroe', 'ronda', 'ok', 'nou', 'lev', 'zoal', 'jij', 'wel', 'wet', 'wer', 'jeuk', 'neus', 'beter', 'gezegd', 'slot', 'lekker', 'eten']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19999999999999998,0.0,0.0,1.0,0.0,0.0,16.0,8
1639,Renske hou heel erg veel van frikandel en frikandellen zijn heel erg lekker en frikandellen zijn echt super mijn lieve vrienden en ja Floortje is een heel raar kind en dat weet iedereen gewoon al een hartje is nou g********** Renske Rot op ik bedoel Ilse dat is Ilse niet Renske domme poep kinderen en dat vind je dat leuk naar Hou op en ik vind het nu heel leuk doen uitroepteken jabaay voedsel Google I love you,"8: Food, ijs, diverse",4.0,0.0,"['frikandel', 'voedsel']","['rensk', 'hou', 'hel', 'erg', 'frikandel', 'frikandell', 'hel', 'erg', 'lekker', 'frikandell', 'echt', 'super', 'liev', 'vriend', 'floortj', 'hel', 'rar', 'kind', 'wet', 'iederen', 'gewon', 'hartj', 'nou', 'rensk', 'rot', 'bedoel', 'ils', 'ils', 'rensk', 'domm', 'poep', 'kinder', 'vind', 'leuk', 'hou', 'vind', 'hel', 'leuk', 'uitroeptek', 'jabay', 'voedsel', 'googl', 'lov', 'you']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.03233333333333328,0.0,0.0,1.0,0.0,0.0,23.0,8
1650,Jazeker ik ben nu even vrij want ja ik heb ik zeg gewoon even dat naar de wc moeten Zullen we lekker iets gaan eten hebben jullie zin in ja een soort niet reageren Ik krijg een vragenlijst Ja sorry ik hou,"8: Food, ijs, diverse",,0.0,['eten'],"['jazeker', 'even', 'vrij', 'zeg', 'gewon', 'even', 'wc', 'moet', 'zull', 'we', 'lekker', 'gan', 'eten', 'jullie', 'zin', 'soort', 'reager', 'krijg', 'vragenlijst', 'sorry', 'hou']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10833333333333335,0.0,0.0,1.0,0.0,0.0,16.0,8
1748,Kaas koppen kadierenyuin is in de house dit word een lang vehaal disclamer geen spam ik schrijf dirt omdat het heel erg leuk is en omdat jullie jrkunnen vervelen als jullie dit gelzen heebben  zeg het dan hopelijk even,"8: Food, ijs, diverse",4.0,0.0,['kas'],"['kas', 'kopp', 'kadierenyuin', 'hous', 'word', 'lang', 'vehal', 'disclamer', 'spam', 'schrijf', 'dirt', 'hel', 'erg', 'leuk', 'jullie', 'jrkunn', 'vervel', 'jullie', 'gelz', 'heebb', 'zeg', 'hopelijk', 'even']",0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4149999999999999,0.0,0.0,1.0,0.0,0.0,21.0,8
