,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
481,Ik heb honger????,5: Drink / Mjamm,,2.0,['honger'],['honger'],1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,5
493,Nee die mcdonadls appel die je mij heb gestuurd,5: Drink / Mjamm,2.0,0.0,['appel'],"['nee', 'mcdonadl', 'appel', 'gestuurd']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
519,Wees maar bljj dat je het niet dee ik was aan het eten,5: Drink / Mjamm,,0.0,['eten'],"['wes', 'bljj', 'dee', 'eten']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5
523,Jmr dat  je geen foto's kan sturen want anders had ik wel gestuurd dat ik pizza at,5: Drink / Mjamm,3.0,0.0,['pizza'],"['jmr', 'foto', 'stur', 'ander', 'wel', 'gestuurd', 'pizza', 'at']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5
537,Heb honger jongen,5: Drink / Mjamm,,0.0,['honger'],"['honger', 'jong']",2.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
538,Heb honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],2.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
575,Fruit maken ze vonden het ook nog grappig omdat het zo de pandabeer zo lekker zat te slapen Ik kijk dit filmpje foto nu aan jou tot Pannerden geeft jou de groeten tot de Panne weer Genoegen doei doei en wees lief voor de pandabeer,5: Drink / Mjamm,2.0,0.0,['fruit'],"['fruit', 'mak', 'vond', 'grappig', 'pandaber', 'lekker', 'zat', 'slap', 'kijk', 'filmpj', 'foto', 'jou', 'pannerd', 'geeft', 'jou', 'groet', 'pann', 'wer', 'genoeg', 'doei', 'doei', 'wes', 'lief', 'pandaber']",1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27777777777777773,0.0,0.0,0.0,1.0,0.0,15.0,5
598,Wat zij ik net en ik moet eten zie je op school??,5: Drink / Mjamm,,0.0,['eten'],"['net', 'eten', 'zie', 'schol']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,17.0,5
600,Demi je maakt mij heel honger,5: Drink / Mjamm,,0.0,['honger'],"['demi', 'maakt', 'hel', 'honger']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,18.0,5
601,Jayce Help Me Demi maakt mij honger,5: Drink / Mjamm,,0.0,['honger'],"['jayc', 'help', 'demi', 'maakt', 'honger']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
602,Door al dat praten heb ik geen honger meer veel,5: Drink / Mjamm,,0.0,['honger'],"['prat', 'honger']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
605,Jes mijn soep is klaar ????????,5: Drink / Mjamm,2.0,0.0,['soep'],"['jes', 'soep', 'klar']",0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,27.0,5
610,Ik lig met diesel op de bank maar heb zin om naar jou te lopen en thee voor de buikpijn te maken,5: Drink / Mjamm,2.0,0.0,['thee'],"['lig', 'diesel', 'bank', 'zin', 'jou', 'lop', 'thee', 'buikpijn', 'mak']",0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,27.0,5
629,Ik heb ook honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5
634,??????wie heeft er honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
641,Ik krijg er honger van,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
645,Ja demi zo nu eten,5: Drink / Mjamm,,0.0,['eten'],"['demi', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,5
646,Nu effe eten beren honger,5: Drink / Mjamm,,0.0,"['eten', 'honger']","['eff', 'eten', 'ber', 'honger']",0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,5
647,Spons bob ook honger,5: Drink / Mjamm,,0.0,['honger'],"['spon', 'bob', 'honger']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,5
694,Weet ik niet kijk wel alleen ik ben wakker dus kan nog niet eten,5: Drink / Mjamm,,0.0,['eten'],"['wet', 'kijk', 'wel', 'allen', 'wakker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,5
769,Ik krijg honger van dat plaatje:-D ,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger', 'plaatj']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
771,Ik krijg er honger van leuke haar kleur ??????????????????????????????????????????????????????????,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger', 'leuk', 'kleur']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,16.0,5
772,Gum gum morgen nog wat mag je morgen nog honger,5: Drink / Mjamm,,0.0,['honger'],"['gum', 'gum', 'morg', 'mag', 'morg', 'honger']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5
773,Morgen nog honger,5: Drink / Mjamm,,0.0,['honger'],"['morg', 'honger']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5
800,"Mum ik heb carpacio, kippen vleugels, spareribs en tiramisu  op ????????",5: Drink / Mjamm,4.0,0.0,"['tiramisu', 'sparerib']","['mum', 'carpacio', 'kipp', 'vleugel', 'sparerib', 'tiramisu']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
841,Hoe Weet je wat is jouw naam mooie dames dat ik dacht altijd dat je Michael eten maar weet ik niet,5: Drink / Mjamm,,0.0,['eten'],"['wet', 'jouw', 'nam', 'mooi', 'dames', 'dacht', 'michael', 'eten', 'wet']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,14.0,5
857,Maak de zin af ik hou.........banaanen,5: Drink / Mjamm,2.0,0.0,['banan'],"['mak', 'zin', 'af', 'hou', 'banan']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
868,Lekker ik heb honger als ik dat zie,5: Drink / Mjamm,,0.0,['honger'],"['lekker', 'honger', 'zie']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,5
901,Heb honger!!!!!,5: Drink / Mjamm,,0.0,['honger'],['honger'],2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,5
950,Wanneer je veel eten in je mond hebt,5: Drink / Mjamm,,0.0,['eten'],"['wanner', 'eten', 'mond', 'hebt']",1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,5
998,Heb jij geen honger,5: Drink / Mjamm,,0.0,['honger'],"['jij', 'honger']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5
1037,Honger??,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5
1109,Dit gaat manu nooit eten????????,5: Drink / Mjamm,,0.0,['eten'],"['gat', 'manu', 'nooit', 'eten']",2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,5
1132,Ik krijg al honger als ik het zie,5: Drink / Mjamm,,1.0,['honger'],"['krijg', 'honger', 'zie']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5
1163,Ik krijg honger als ik dit zie??????,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger', 'zie']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,5
1170,Ik kijk nog even ik moet mij ook. nog aankleden en me haar doen en eten en meschoenen aan doen en ik moet nog mijn tas inpakken dus ik denk dat het achtuur word ik stuur nog wel een appie,5: Drink / Mjamm,,0.0,['eten'],"['kijk', 'even', 'aankled', 'eten', 'meschoen', 'tas', 'inpak', 'denk', 'achtur', 'word', 'stur', 'wel', 'appie']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
1217,Nu heb ik dorst??,5: Drink / Mjamm,,0.0,['dorst'],['dorst'],2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,5
1225,Ik wil het wel maar ik lus geen appel,5: Drink / Mjamm,2.0,0.0,['appel'],"['wel', 'lus', 'appel']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,5
1226,Maar heb je honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,5
1246,Ben net wakker en bodi eten gegefen hij is altijd zo heppy,5: Drink / Mjamm,,0.0,['eten'],"['net', 'wakker', 'bodi', 'eten', 'gegef', 'heppy']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.0,0.0,19.0,5
1247,Nu krijgg ik honger ,5: Drink / Mjamm,,0.0,['honger'],"['krijgg', 'honger']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,5
1250,Ik heb een foto vraag net gekregen en ik was aan het eten,5: Drink / Mjamm,,0.0,['eten'],"['foto', 'vrag', 'net', 'gekreg', 'eten']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,18.0,5
1256,Nou wel voir marlies van de honger,5: Drink / Mjamm,,0.0,['honger'],"['nou', 'wel', 'voir', 'marlies', 'honger']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
1266,Ik krijg dorst,5: Drink / Mjamm,,0.0,['dorst'],"['krijg', 'dorst']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5
1269,Ik krijg dorst like??,5: Drink / Mjamm,,1.0,['dorst'],"['krijg', 'dorst', 'lik']",2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
1270,Dorst ??,5: Drink / Mjamm,,0.0,['dorst'],['dorst'],2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
1273,HONGER??,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5
1276,Hoi menSEN IK WOU EVEN ZEGGEN DAT IK VAN AVOCADO HOU,5: Drink / Mjamm,1.0,0.0,['avocado'],"['hoi', 'mens', 'wou', 'even', 'zegg', 'avocado', 'hou']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
1294,Wanneer je honger hebt,5: Drink / Mjamm,,1.0,['honger'],"['wanner', 'honger', 'hebt']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5
1314,Wrm heb je honger,5: Drink / Mjamm,,0.0,['honger'],"['wrm', 'honger']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5
1333,Moet je vanavond ook een foto maken van je avondeten?,5: Drink / Mjamm,,1.0,['avondet'],"['vanavond', 'foto', 'mak', 'avondet']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1334,Moet je nog een foto maken van je eten?,5: Drink / Mjamm,,0.0,['eten'],"['foto', 'mak', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1335,Je kan helaas geen foto maken van het eten. Weten jullie misschien iets?,5: Drink / Mjamm,,0.0,['eten'],"['helas', 'foto', 'mak', 'eten', 'wet', 'jullie', 'misschien']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1337,Je moer de telefoon meenemen. Want op school om 12 uur moet he foto maken van je eten. En in pauzes krijg je vragen. ,5: Drink / Mjamm,,0.0,['eten'],"['moer', 'telefon', 'meenem', 'schol', '12', 'uur', 'he', 'foto', 'mak', 'eten', 'pauzes', 'krijg', 'vrag']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1345,Jo ik heb net eten op,5: Drink / Mjamm,,0.0,['eten'],"['jo', 'net', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,16.0,5
1348,Tijn rikhof moet jij dan de foto niet maken van je eten,5: Drink / Mjamm,,0.0,['eten'],"['tijn', 'rikhof', 'jij', 'foto', 'mak', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1349,Hebben nog niet gegeten heb heel veel honger,5: Drink / Mjamm,,0.0,['honger'],"['geget', 'hel', 'honger']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,16.0,5
1360,Hoe kun je foto's maken van je eten,5: Drink / Mjamm,,0.0,['eten'],"['kun', 'foto', 'mak', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
1380,Ik krijg eeneens vragen.  Over wat jullie per dag drinken,5: Drink / Mjamm,,0.0,['drink'],"['krijg', 'eenen', 'vrag', 'jullie', 'per', 'dag', 'drink']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
1411,Keet is dat je spellentjes gaat doen en iets lekkers eten bijv. Chips ,5: Drink / Mjamm,4.0,0.0,"['eten', 'chip']","['ket', 'spellentjes', 'gat', 'lekker', 'eten', 'bijv', 'chip']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
1417,Is Rome ziek of Merthe p.s. weet nie hoe je dat schrijft hahaha,5: Drink / Mjamm,4.0,0.0,['rom'],"['rom', 'ziek', 'merth', 'wet', 'nie', 'schrijft', 'hahaha']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.65,0.0,0.0,1.0,0.0,0.0,16.0,5
1424,Weet je wat ik at net pizza!!!!,5: Drink / Mjamm,3.0,0.0,['pizza'],"['wet', 'at', 'net', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,5
1438,Oke heb honger,5: Drink / Mjamm,,0.0,['honger'],"['oke', 'honger']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5
1444,Kijk hoe lekkerrr ik wil dat echt eten ,5: Drink / Mjamm,,0.0,['eten'],"['kijk', 'lekkerr', 'echt', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,18.0,5
1480,Kaas is vies en jij ook dud je hebt je familie gevonden. Kijk maar in die doos daar.,5: Drink / Mjamm,4.0,0.0,['kas'],"['kas', 'vies', 'jij', 'dud', 'hebt', 'familie', 'gevond', 'kijk', 'dos']",1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.75,0.0,0.0,0.0,1.0,0.0,16.0,5
1481,Nu heb ik honger ??,5: Drink / Mjamm,,1.0,['honger'],['honger'],2.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5
