,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
2,Ik heb honger,5: Drink / Mjamm,,2.0,['honger'],['honger'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,5
31,Nog steeds honger,5: Drink / Mjamm,,1.0,['honger'],"['sted', 'honger']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5
36,Yummy like als j er zin in hebt,5: Drink / Mjamm,,4.0,['yummy'],"['yummy', 'lik', 'zin', 'hebt']",2.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5
40,Bdnkt Sam?? Nu heb ik weer zin in pizza??,5: Drink / Mjamm,3.0,0.0,['pizza'],"['bdnkt', 'sam', 'wer', 'zin', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
41,HIER KRIJG IK ZO'N HONGER VAN!!!????,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
48,Ik krijg echt honger van die plaatjes ????????????????????????????????????????????,5: Drink / Mjamm,,1.0,['honger'],"['krijg', 'echt', 'honger', 'plaatjes']",2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,16.0,5
58,Ik heb je boteram gepakt en het mes en de pindakaas staan klaar,5: Drink / Mjamm,4.0,0.0,['pindakas'],"['boteram', 'gepakt', 'mes', 'pindakas', 'stan', 'klar']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,14.0,5
67,Hoi ken meneer blauwe kreeft,5: Drink / Mjamm,1.0,0.0,['kreeft'],"['hoi', 'ken', 'mener', 'blauw', 'kreeft']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
90,Vies fruit hebben we,5: Drink / Mjamm,2.0,2.0,['fruit'],"['vies', 'fruit', 'we']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,16.0,5
96,Ken je dat opname microfoontje aan je scherm en nou dan zie je zo als ik je inspreek jibbe  dan ja dan krijg je Jumbo,5: Drink / Mjamm,,0.0,['jumbo'],"['ken', 'opnam', 'microfoontj', 'scherm', 'nou', 'zie', 'insprek', 'jibb', 'krijg', 'jumbo']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,5
121,Ik krijg honger,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5
131,Ik heb ook honger stein,5: Drink / Mjamm,,2.0,['honger'],"['honger', 'stein']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
155,NU heb ik honger!!??,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
206,Steun deze pizza hij is dood gegaan hij is er AFGERUKT een like is een like,5: Drink / Mjamm,3.0,2.0,['pizza'],"['steun', 'pizza', 'dod', 'gegan', 'afgerukt', 'lik', 'lik']",2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.2,0.0,0.0,0.0,0.0,1.0,20.0,5
238,Deze pizza maar zonder stukjes vlees omdat ik een vegetaries ben dat weet je toch,5: Drink / Mjamm,2.0,0.0,"['pizza', 'vles']","['pizza', 'stukjes', 'vles', 'vegetaries', 'wet']",0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5
249,Camiel en eten??,5: Drink / Mjamm,,0.0,['eten'],"['camiel', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
267,Ik hou van pizza,5: Drink / Mjamm,3.0,0.0,['pizza'],"['hou', 'pizza']",2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5
282, Met Jim Boter,5: Drink / Mjamm,5.0,0.0,['boter'],"['jim', 'boter']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
283,Boter,5: Drink / Mjamm,5.0,0.0,['boter'],['boter'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
301,Bij deze foto krijg ik honger.     Jullie ook,5: Drink / Mjamm,,0.0,['honger'],"['foto', 'krijg', 'honger', 'jullie']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
318,Neeee jim boter,5: Drink / Mjamm,5.0,0.0,['boter'],"['nee', 'jim', 'boter']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,5
342,Je hebt het verkeerd getypt het is tosti,5: Drink / Mjamm,4.0,0.0,['tosti'],"['hebt', 'verkeerd', 'getypt', 'tosti']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,17.0,5
344,Honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5
357,Nu heb ik zin in pizza en choco taart dus haal dat voor mij nu??????,5: Drink / Mjamm,4.0,0.0,"['taart', 'pizza']","['zin', 'pizza', 'choco', 'taart', 'hal']",0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
362,Peeperoni pizzza,5: Drink / Mjamm,3.0,0.0,['pizza'],"['peeperoni', 'pizza']",2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,5
384,En ik heb honger,5: Drink / Mjamm,,0.0,['honger'],['honger'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
