,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
663,Phil de pinda is Ok dans maar lekker met hem mee pinda pinda pinda YEEY,10: Diverse / long2,4.0,0.0,"['pinda', 'pinda', 'pinda', 'pinda']","['phil', 'pinda', 'ok', 'dan', 'lekker', 'mee', 'pinda', 'pinda', 'pinda', 'yey']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,0.0,0.0,1.0,0.0,0.0,23.0,10
664,Ik haat mijn leven Andre Hazes om me heen en stom en ik wil dat het weggaat en ik ga net zoals Andre Hazes zingen en ik kan dit niet dus daar gaat hij vloggers worden Rappers levensmotto's kan niet stoppen Iedereen is gek geworden en nu is het klaar voor deze Rappers Tom en Floor voor deze pinda,10: Diverse / long2,4.0,0.0,['pinda'],"['hat', 'lev', 'andr', 'hazes', 'hen', 'stom', 'weggat', 'ga', 'net', 'zoal', 'andr', 'hazes', 'zing', 'gat', 'vlogger', 'rapper', 'levensmotto', 'stopp', 'iederen', 'gek', 'geword', 'klar', 'rapper', 'tom', 'flor', 'pinda']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13750000000000004,0.0,0.0,1.0,0.0,0.0,23.0,10
665,Ik is stom stomme Sting Google en nu ben ik blij want we mogen het Wassenaar naar binnen en ik ben nu aan Andr Hazes en Andre Hazes is cool maar niet heus pinda's zijn koel en Amlie niet en ik ga nu deze bal van Amelie afpakken omdat ik daar veel beter in bed,10: Diverse / long2,4.0,0.0,['pinda'],"['stom', 'stomm', 'sting', 'googl', 'blij', 'we', 'mog', 'wassenar', 'binn', 'andr', 'hazes', 'andr', 'hazes', 'col', 'heus', 'pinda', 'koel', 'amlie', 'ga', 'bal', 'amelie', 'afpak', 'beter', 'bed']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08055555555555553,0.0,0.0,1.0,0.0,0.0,23.0,10
666,Aangifte Amelie de ster in ruit Only Looking Out test me I'm just Amlie ik maak er in een liedje en ik weet niet wat het is en ik ben thuis problemen en ik haat mijn leven niet en ik hou van mijn mond en daar heb ik gebakken vlees van gemaakt Oh ja zo lekker eendenvlees,10: Diverse / long2,3.0,0.0,"['gebak', 'vles']","['aangift', 'amelie', 'ster', 'ruit', 'only', 'looking', 'out', 'test', 'just', 'amlie', 'mak', 'liedj', 'wet', 'thuis', 'problem', 'hat', 'lev', 'hou', 'mond', 'gebak', 'vles', 'gemaakt', 'oh', 'lekker', 'eendenvles']",0.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.19999999999999998,0.0,0.0,1.0,0.0,0.0,23.0,10
712,Snapshots corporaties jurk uitspraak haakwerk Lam is Click ijskap kachel,10: Diverse / long2,,0.0,['kachel'],"['snapshot', 'corporaties', 'jurk', 'uitsprak', 'haakwerk', 'lam', 'click', 'ijskap', 'kachel']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,0.0,0.0,1.0,0.0,0.0,13.0,10
1315,Jaylani stikte net bijna in een pinda??????,10: Diverse / long2,4.0,0.0,['pinda'],"['jaylani', 'stikt', 'net', 'bijna', 'pinda']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,20.0,10
1391,Een kachel,10: Diverse / long2,,0.0,['kachel'],['kachel'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,10
1427,Saar dat  ginh jij direct weg want ee gingen samrn met het team drinken en toen  toen wij aankwamen was jij al weg en dat was niet afgesproken,10: Diverse / long2,,0.0,['drink'],"['sar', 'ginh', 'jij', 'direct', 'weg', 'ee', 'ging', 'samrn', 'team', 'drink', 'wij', 'aankwam', 'jij', 'weg', 'afgesprok']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,17.0,10
1764, Nee ga niet goed van het is van de trap gevallen en haar vlees is weg tot haar bod ,10: Diverse / long2,2.0,0.0,['vles'],"['nee', 'ga', 'goed', 'trap', 'gevall', 'vles', 'weg', 'bod']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.275,0.0,0.0,1.0,0.0,0.0,27.0,10
1788,Zij is van de trap gevallen en haar vlees is weg van haar bot,10: Diverse / long2,2.0,0.0,['vles'],"['trap', 'gevall', 'vles', 'weg', 'bot']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3,0.0,0.0,1.0,0.0,0.0,20.0,10
