,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
32,Mmmmmm jummie,2: Wat eet ik: Foods,,0.0,['jummie'],"['mmm', 'jummie']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
34,Eten lekker,2: Wat eet ik: Foods,,0.0,['eten'],"['eten', 'lekker']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,2
35,Ik wil taart,2: Wat eet ik: Foods,4.0,0.0,['taart'],['taart'],0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
65,Ben aan hwt eten,2: Wat eet ik: Foods,,0.0,['eten'],"['hwt', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,2
81,Ik ga lekker donut en tompouce eten omdat het gister valentijn was en ik nog wat had overgehouden,2: Wat eet ik: Foods,4.0,0.0,"['donut', 'eten', 'tompouc']","['ga', 'lekker', 'donut', 'tompouc', 'eten', 'gister', 'valentijn', 'overgehoud']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,15.0,2
91,Wij eten soort van friet maar groter en sla en kippenbout,2: Wat eet ik: Foods,4.0,3.0,"['eten', 'friet']","['wij', 'eten', 'soort', 'friet', 'groter', 'sla', 'kippenbout']",2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2
95,Jumbo,2: Wat eet ik: Foods,,0.0,['jumbo'],['jumbo'],0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,2
97,Goede reclame voor de Jumbo????,2: Wat eet ik: Foods,,0.0,['jumbo'],"['goed', 'reclam', 'jumbo']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,23.0,2
98,Dat van jumbo neem het niet sirrieus,2: Wat eet ik: Foods,,0.0,['jumbo'],"['jumbo', 'nem', 'sirrieus']",0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,2
99,Ik bedoel het eigenlijk een haai maar ik weet dat het een vis.,2: Wat eet ik: Foods,1.0,0.0,['vis'],"['bedoel', 'eigen', 'haai', 'wet', 'vis']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
100,Ik ga tafelen,2: Wat eet ik: Foods,,0.0,['tafel'],"['ga', 'tafel']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
103,Gezonde!,2: Wat eet ik: Foods,,0.0,['gezond'],['gezond'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.0,15.0,2
105,Ik heb sphaghetti met boerenkool paprika kip knoflook en walnoten gegeten rare combinatie maar wel lekker????????,2: Wat eet ik: Foods,2.0,1.0,"['paprika', 'kip', 'boerenkol', 'knoflok', 'walnot']","['sphaghetti', 'boerenkol', 'paprika', 'kip', 'knoflok', 'walnot', 'geget', 'rar', 'combinatie', 'wel', 'lekker']",0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.09999999999999998,0.0,0.0,1.0,0.0,0.0,15.0,2
114,Wat zijn dit voor frietjes?????????????????????????,2: Wat eet ik: Foods,4.0,0.0,['frietjes'],['frietjes'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2
115,Ja frietjes lekker,2: Wat eet ik: Foods,4.0,2.0,['frietjes'],"['frietjes', 'lekker']",2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,25.0,2
119,Wij hebben lekker aardappeltjes op met boomstammetjes ook nog brokkolie en als toetje yoggert het was lekker,2: Wat eet ik: Foods,2.0,4.0,"['yoggert', 'aardappeltjes', 'toetj']","['wij', 'lekker', 'aardappeltjes', 'boomstammetjes', 'brokkolie', 'toetj', 'yoggert', 'lekker']",2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,1.0,17.0,2
134,Kaas is lekker,2: Wat eet ik: Foods,4.0,0.0,['kas'],"['kas', 'lekker']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,21.0,2
143,Als jij mama zegt je krijg gele rijst dan eet je geen witte rijst maar gele,2: Wat eet ik: Foods,1.0,1.0,"['rijst', 'rijst', 'eet']","['jij', 'mama', 'zegt', 'krijg', 'gel', 'rijst', 'eet', 'wit', 'rijst', 'gel']",0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.016666666666666666,0.0,0.0,1.0,0.0,0.0,18.0,2
152,Ik wil rijst,2: Wat eet ik: Foods,1.0,1.0,['rijst'],['rijst'],0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,2
161,"Nu moet ik echt eten, bay!!!",2: Wat eet ik: Foods,,0.0,['eten'],"['echt', 'eten', 'bay']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.390625,0.0,0.0,1.0,0.0,0.0,16.0,2
165,Daily jij denkt alleen aan eten,2: Wat eet ik: Foods,,0.0,['eten'],"['daily', 'jij', 'denkt', 'allen', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,2
181,Ik ga lekker tosti etahnnnnnn,2: Wat eet ik: Foods,4.0,0.0,['tosti'],"['ga', 'lekker', 'tosti', 'etahnn']",2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,16.0,2
185,???????? ik ben bijna thuis dan lekker eten ,2: Wat eet ik: Foods,,0.0,['eten'],"['bijna', 'thuis', 'lekker', 'eten']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,22.0,2
188,Nee ik lust geen fufu mij vader eet dat wel omdat hij ganees is,2: Wat eet ik: Foods,,0.0,['eet'],"['nee', 'lust', 'fufu', 'vader', 'eet', 'wel', 'ganes']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,2
197,Whahahaha ayoub sws ga ik eten chappen????,2: Wat eet ik: Foods,,0.0,['eten'],"['whahahaha', 'ayoub', 'sws', 'ga', 'eten', 'chapp']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2
198,Milka,2: Wat eet ik: Foods,5.0,0.0,['milka'],['milka'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,2
202,Thee chappen,2: Wat eet ik: Foods,2.0,0.0,['thee'],"['thee', 'chapp']",0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,2
207,Ik heb hem lekker jummie,2: Wat eet ik: Foods,,0.0,['jummie'],"['lekker', 'jummie']",0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,20.0,2
209,Ja milka,2: Wat eet ik: Foods,5.0,0.0,['milka'],['milka'],0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2
210,Rachel a.u.b. milka oreo,2: Wat eet ik: Foods,5.0,0.0,"['milka', 'oreo']","['rachel', 'milka', 'oreo']",0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,2
211,Milka oreo,2: Wat eet ik: Foods,5.0,0.0,"['milka', 'oreo']","['milka', 'oreo']",0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,2
212,Jij zij net ook ice thee,2: Wat eet ik: Foods,2.0,0.0,['thee'],"['jij', 'net', 'ice', 'thee']",0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,1.0,0.0,0.0,15.0,2
213,Ik ham,2: Wat eet ik: Foods,2.0,0.0,['ham'],['ham'],0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2
221,Frietjes gemist,2: Wat eet ik: Foods,4.0,1.0,['frietjes'],"['frietjes', 'gemist']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
239,Ik ben half vegetarisch omdat ik.geen kip vlees eet ,2: Wat eet ik: Foods,2.0,0.0,"['kip', 'vles', 'eet']","['half', 'vegetarisch', 'kip', 'vles', 'eet']",0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.1,0.0,0.0,1.0,0.0,0.0,19.0,2
242,Wat dan?? Kijk als iemand geen kippen vlees eet dan is hij toch vegetarier,2: Wat eet ik: Foods,2.0,0.0,"['vles', 'eet']","['kijk', 'kipp', 'vles', 'eet', 'vegetarier']",0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2
245,Dan lust je kip gwn niet je bent geen vega ????,2: Wat eet ik: Foods,2.0,0.0,['kip'],"['lust', 'kip', 'gwn', 'bent', 'vega']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2
246,Nee dan lust je kip niet niks anders ,2: Wat eet ik: Foods,2.0,0.0,['kip'],"['nee', 'lust', 'kip', 'nik', 'ander']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2
248,Kip,2: Wat eet ik: Foods,2.0,0.0,['kip'],['kip'],0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,2
251,Vind je de patatjes wel lekker,2: Wat eet ik: Foods,4.0,0.0,['patatjes'],"['vind', 'patatjes', 'wel', 'lekker']",2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,17.0,2
255,Ben net klaar met eten nu het toetje ??  jam ,2: Wat eet ik: Foods,4.0,2.0,"['jam', 'eten', 'toetj']","['net', 'klar', 'eten', 'toetj', 'jam']",2.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3666666666666667,0.0,0.0,0.0,0.0,1.0,16.0,2
256,Jam jam,2: Wat eet ik: Foods,4.0,0.0,"['jam', 'jam']","['jam', 'jam']",2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2
266,Ik ga eten dag??????????,2: Wat eet ik: Foods,,0.0,['eten'],"['ga', 'eten', 'dag']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
272,Lucy is cupcake,2: Wat eet ik: Foods,4.0,0.0,['cupcak'],"['lucy', 'cupcak']",2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2
274,Mmmm???? wat ga jij eten ,2: Wat eet ik: Foods,,0.0,['eten'],"['mmm', 'ga', 'jij', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
275,Ik ga tosti eten,2: Wat eet ik: Foods,4.0,0.0,"['tosti', 'eten']","['ga', 'tosti', 'eten']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
276,Ik ga eten dag,2: Wat eet ik: Foods,,0.0,['eten'],"['ga', 'eten', 'dag']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
278,Ik ga eten dag.  en like dit,2: Wat eet ik: Foods,,5.0,['eten'],"['ga', 'eten', 'dag', 'lik']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2
284,Hoi lekker aan het eten,2: Wat eet ik: Foods,,0.0,['eten'],"['hoi', 'lekker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,16.0,2
287,Je livelings eten toch louis,2: Wat eet ik: Foods,,0.0,['eten'],"['livel', 'eten', 'louis']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2
288,Mmmmmm jammie,2: Wat eet ik: Foods,,0.0,['jammie'],"['mmm', 'jammie']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2
289,Lekker eten,2: Wat eet ik: Foods,,2.0,['eten'],"['lekker', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,18.0,2
298,Like als je snoep lekker vind ,2: Wat eet ik: Foods,4.0,6.0,['snoep'],"['lik', 'snoep', 'lekker', 'vind']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,18.0,2
303,Jummie,2: Wat eet ik: Foods,,0.0,['jummie'],['jummie'],0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
304,Like als je van pizza houdt,2: Wat eet ik: Foods,3.0,5.0,['pizza'],"['lik', 'pizza', 'houdt']",2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2
305,Wie vind snoep nou niet lekker ,2: Wat eet ik: Foods,4.0,1.0,['snoep'],"['vind', 'snoep', 'nou', 'lekker']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3,0.0,0.0,1.0,0.0,0.0,18.0,2
306,??taart !!,2: Wat eet ik: Foods,4.0,0.0,['taart'],['taart'],0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2
310,Lekker taart !!!!!,2: Wat eet ik: Foods,4.0,2.0,['taart'],"['lekker', 'taart']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,2
312,Lekker aan het eten,2: Wat eet ik: Foods,,0.0,['eten'],"['lekker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,16.0,2
316,Like als je taart lekker vind,2: Wat eet ik: Foods,4.0,2.0,['taart'],"['lik', 'taart', 'lekker', 'vind']",2.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,15.0,2
319,Bedankt louis  Ik  ook een like bij de taart,2: Wat eet ik: Foods,4.0,0.0,['taart'],"['bedankt', 'louis', 'lik', 'taart']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
327,"Ik heb taziki op mijn brood, heerlijk!!!",2: Wat eet ik: Foods,1.0,3.0,['brod'],"['taziki', 'brod', 'heerlijk']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,2
330,Lekker appel! ??,2: Wat eet ik: Foods,2.0,0.0,['appel'],"['lekker', 'appel']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0,15.0,2
368,Oreo's vreten :3,2: Wat eet ik: Foods,5.0,0.0,['oreo'],"['oreo', 'vret']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,26.0,2
370,SOEP SOOF WEET WAT UK BEDOEL,2: Wat eet ik: Foods,2.0,5.0,['soep'],"['soep', 'sof', 'wet', 'uk', 'bedoel']",2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2
371,Nope te gezond,2: Wat eet ik: Foods,,0.0,['gezond'],"['nop', 'gezond']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,16.0,2
381,Bitterballen lekker,2: Wat eet ik: Foods,3.0,0.0,['bitterball'],"['bitterball', 'lekker']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,16.0,2
382,Uk eet friet met bitterballen lekker,2: Wat eet ik: Foods,4.0,0.0,"['friet', 'bitterball', 'eet']","['uk', 'eet', 'friet', 'bitterball', 'lekker']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,16.0,2
390,Kwatk taart,2: Wat eet ik: Foods,4.0,0.0,['taart'],"['kwatk', 'taart']",0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,2
392,Raps is eten slimerik,2: Wat eet ik: Foods,,0.0,['eten'],"['rap', 'eten', 'slimerik']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,2
393,Smaakelijk eten,2: Wat eet ik: Foods,,0.0,['eten'],"['smaakelijk', 'eten']",0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,2
398,Lekker smoothie????????,2: Wat eet ik: Foods,2.0,3.0,['smoothie'],"['lekker', 'smoothie']",2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,14.0,2
401,Lekker thee,2: Wat eet ik: Foods,2.0,0.0,['thee'],"['lekker', 'thee']",0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,14.0,2
404,Toetje zeker,2: Wat eet ik: Foods,,0.0,['toetj'],"['toetj', 'zeker']",0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.0,0.0,14.0,2
405,Ham kaas brood  = koude tosti,2: Wat eet ik: Foods,3.0,0.0,"['ham', 'tosti', 'brod', 'kas']","['ham', 'kas', 'brod', 'koud', 'tosti']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.4000000000000001,0.0,0.0,1.0,0.0,0.0,16.0,2
406,Ham kaas op brood is tosti,2: Wat eet ik: Foods,3.0,0.0,"['ham', 'tosti', 'brod', 'kas']","['ham', 'kas', 'brod', 'tosti']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
408,Wat is jammie,2: Wat eet ik: Foods,,0.0,['jammie'],['jammie'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2
412,Leker eten,2: Wat eet ik: Foods,,0.0,['eten'],"['leker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
413,Ik ga leker eten,2: Wat eet ik: Foods,,0.0,['eten'],"['ga', 'leker', 'eten']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
422,Ham,2: Wat eet ik: Foods,2.0,0.0,['ham'],['ham'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2
423,Jammie,2: Wat eet ik: Foods,,0.0,['jammie'],['jammie'],0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
426,Lekker een ardbeien  smoothie.,2: Wat eet ik: Foods,2.0,1.0,['smoothie'],"['lekker', 'ardbei', 'smoothie']",2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,19.0,2
427,Lekker gezond. ?? ??,2: Wat eet ik: Foods,,2.0,['gezond'],"['lekker', 'gezond']",2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,19.0,2
428,Lekker gezond.,2: Wat eet ik: Foods,,0.0,['gezond'],"['lekker', 'gezond']",0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,19.0,2
430,Ik heb gember thee gaakt,2: Wat eet ik: Foods,2.0,0.0,"['gember', 'thee']","['gember', 'thee', 'gaakt']",2.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2
442,Dit eet ik van daag,2: Wat eet ik: Foods,,0.0,['eet'],"['eet', 'dag']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2
453,Ik patat ben aan het halen,2: Wat eet ik: Foods,4.0,0.0,['patat'],"['patat', 'hal']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,2
